SOURCE,PATHWAY,link
KEGG,Alcoholism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Alcoholism
KEGG,Inositol phosphate metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Inositol phosphate metabolism
KEGG,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
KEGG,Non-alcoholic fatty liver disease,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Non-alcoholic fatty liver disease
KEGG,Glycerolipid metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycerolipid metabolism
KEGG,Cysteine and methionine metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Cysteine and methionine metabolism
KEGG,Glycerophospholipid metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycerophospholipid metabolism
KEGG,Ether lipid metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Ether lipid metabolism
KEGG,Chemical carcinogenesis - DNA adducts,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Chemical carcinogenesis - DNA adducts
KEGG,Propanoate metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Propanoate metabolism
KEGG,"Phenylalanine, tyrosine and tryptophan biosynthesis","https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Phenylalanine, tyrosine and tryptophan biosynthesis"
KEGG,Non-small cell lung cancer,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Non-small cell lung cancer
KEGG,Breast cancer,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Breast cancer
KEGG,Melanoma,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Melanoma
KEGG,PPAR signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=PPAR signaling pathway
KEGG,Non-homologous end-joining,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Non-homologous end-joining
KEGG,Renin-angiotensin system,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Renin-angiotensin system
KEGG,Bacterial invasion of epithelial cells,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Bacterial invasion of epithelial cells
KEGG,Complement and coagulation cascades,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Complement and coagulation cascades
KEGG,Platelet activation,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Platelet activation
KEGG,Antigen processing and presentation,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Antigen processing and presentation
KEGG,Nitrogen metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Nitrogen metabolism
KEGG,Autophagy - animal,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Autophagy - animal
KEGG,Protein processing in endoplasmic reticulum,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Protein processing in endoplasmic reticulum
KEGG,Lysosome,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Lysosome
KEGG,"Valine, leucine and isoleucine degradation","https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Valine, leucine and isoleucine degradation"
KEGG,Pertussis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Pertussis
KEGG,Spliceosome,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Spliceosome
KEGG,Phagosome,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Phagosome
KEGG,Peroxisome,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Peroxisome
KEGG,Ubiquitin mediated proteolysis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Ubiquitin mediated proteolysis
KEGG,Ferroptosis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Ferroptosis
KEGG,Glycolysis / Gluconeogenesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycolysis / Gluconeogenesis
KEGG,Cell adhesion molecules,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Cell adhesion molecules
KEGG,Staphylococcus aureus infection,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Staphylococcus aureus infection
KEGG,ECM-receptor interaction,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=ECM-receptor interaction
KEGG,Tuberculosis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Tuberculosis
KEGG,Focal adhesion,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Focal adhesion
KEGG,TGF-beta signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=TGF-beta signaling pathway
KEGG,Calcium signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Calcium signaling pathway
KEGG,Prion disease,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Prion disease
KEGG,Asthma,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Asthma
KEGG,cAMP signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=cAMP signaling pathway
KEGG,Glioma,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glioma
KEGG,Progesterone-mediated oocyte maturation,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Progesterone-mediated oocyte maturation
KEGG,Regulation of actin cytoskeleton,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Regulation of actin cytoskeleton
KEGG,Relaxin signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Relaxin signaling pathway
KEGG,Butanoate metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Butanoate metabolism
KEGG,Mitophagy - animal,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Mitophagy - animal
KEGG,Folate biosynthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Folate biosynthesis
KEGG,beta-Alanine metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=beta-Alanine metabolism
KEGG,Maturity onset diabetes of the young,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Maturity onset diabetes of the young
KEGG,Homologous recombination,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Homologous recombination
KEGG,TNF signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=TNF signaling pathway
KEGG,Terpenoid backbone biosynthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Terpenoid backbone biosynthesis
KEGG,T cell receptor signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=T cell receptor signaling pathway
KEGG,Alcoholic liver disease,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Alcoholic liver disease
KEGG,"Valine, leucine and isoleucine biosynthesis","https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Valine, leucine and isoleucine biosynthesis"
KEGG,mRNA surveillance pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=mRNA surveillance pathway
KEGG,Ras signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Ras signaling pathway
KEGG,AGE-RAGE signaling pathway in diabetic complications,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=AGE-RAGE signaling pathway in diabetic complications
KEGG,Fc gamma R-mediated phagocytosis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Fc gamma R-mediated phagocytosis
KEGG,Human cytomegalovirus infection,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Human cytomegalovirus infection
KEGG,DNA replication,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=DNA replication
KEGG,Phototransduction,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Phototransduction
KEGG,Leishmaniasis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Leishmaniasis
KEGG,Taste transduction,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Taste transduction
KEGG,Olfactory transduction,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Olfactory transduction
KEGG,Citrate cycle (TCA cycle),https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Citrate cycle (TCA cycle)
KEGG,B cell receptor signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=B cell receptor signaling pathway
KEGG,Porphyrin and chlorophyll metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Porphyrin and chlorophyll metabolism
KEGG,Steroid hormone biosynthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Steroid hormone biosynthesis
KEGG,Amoebiasis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Amoebiasis
KEGG,Rheumatoid arthritis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Rheumatoid arthritis
KEGG,Systemic lupus erythematosus,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Systemic lupus erythematosus
KEGG,Inflammatory bowel disease,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Inflammatory bowel disease
KEGG,Autophagy - other,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Autophagy - other
KEGG,Oxytocin signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Oxytocin signaling pathway
KEGG,Axon guidance,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Axon guidance
KEGG,MAPK signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=MAPK signaling pathway
KEGG,SNARE interactions in vesicular transport,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=SNARE interactions in vesicular transport
KEGG,Tyrosine metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Tyrosine metabolism
KEGG,Pyruvate metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Pyruvate metabolism
KEGG,Primary immunodeficiency,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Primary immunodeficiency
KEGG,Inflammatory mediator regulation of TRP channels,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Inflammatory mediator regulation of TRP channels
KEGG,Type I diabetes mellitus,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Type I diabetes mellitus
KEGG,Lipoic acid metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Lipoic acid metabolism
KEGG,Biotin metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Biotin metabolism
KEGG,Mismatch repair,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Mismatch repair
KEGG,Insulin secretion,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Insulin secretion
KEGG,"Parathyroid hormone synthesis, secretion and action","https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Parathyroid hormone synthesis, secretion and action"
KEGG,GnRH secretion,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=GnRH secretion
KEGG,Intestinal immune network for IgA production,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Intestinal immune network for IgA production
KEGG,Cortisol synthesis and secretion,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Cortisol synthesis and secretion
KEGG,Leukocyte transendothelial migration,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Leukocyte transendothelial migration
KEGG,Aldosterone synthesis and secretion,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Aldosterone synthesis and secretion
KEGG,Glucagon signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glucagon signaling pathway
KEGG,Regulation of lipolysis in adipocytes,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Regulation of lipolysis in adipocytes
KEGG,Adipocytokine signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Adipocytokine signaling pathway
KEGG,Salmonella infection,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Salmonella infection
KEGG,Ubiquinone and other terpenoid-quinone biosynthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Ubiquinone and other terpenoid-quinone biosynthesis
KEGG,Aminoacyl-tRNA biosynthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Aminoacyl-tRNA biosynthesis
KEGG,Legionellosis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Legionellosis
KEGG,VEGF signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=VEGF signaling pathway
KEGG,PD-L1 expression and PD-1 checkpoint pathway in cancer,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=PD-L1 expression and PD-1 checkpoint pathway in cancer
KEGG,"Glycine, serine and threonine metabolism","https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycine, serine and threonine metabolism"
KEGG,Thiamine metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Thiamine metabolism
KEGG,Sulfur relay system,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Sulfur relay system
KEGG,Central carbon metabolism in cancer,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Central carbon metabolism in cancer
KEGG,Gap junction,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Gap junction
KEGG,Allograft rejection,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Allograft rejection
KEGG,Choline metabolism in cancer,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Choline metabolism in cancer
KEGG,Histidine metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Histidine metabolism
KEGG,Metabolism of xenobiotics by cytochrome P450,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Metabolism of xenobiotics by cytochrome P450
KEGG,"Growth hormone synthesis, secretion and action","https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Growth hormone synthesis, secretion and action"
KEGG,Drug metabolism - cytochrome P450,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Drug metabolism - cytochrome P450
KEGG,Drug metabolism - other enzymes,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Drug metabolism - other enzymes
KEGG,Taurine and hypotaurine metabolism,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Taurine and hypotaurine metabolism
KEGG,Graft-versus-host disease,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Graft-versus-host disease
KEGG,Dilated cardiomyopathy,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Dilated cardiomyopathy
KEGG,Hypertrophic cardiomyopathy,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Hypertrophic cardiomyopathy
KEGG,C-type lectin receptor signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=C-type lectin receptor signaling pathway
KEGG,Adrenergic signaling in cardiomyocytes,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Adrenergic signaling in cardiomyocytes
KEGG,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycosaminoglycan biosynthesis - heparan sulfate / heparin
KEGG,Yersinia infection,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Yersinia infection
KEGG,Glycosaminoglycan degradation,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycosaminoglycan degradation
KEGG,Cushing syndrome,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Cushing syndrome
KEGG,Glycosaminoglycan biosynthesis - keratan sulfate,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycosaminoglycan biosynthesis - keratan sulfate
KEGG,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
KEGG,ABC transporters,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=ABC transporters
KEGG,Hedgehog signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Hedgehog signaling pathway
KEGG,Thyroid hormone signaling pathway,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Thyroid hormone signaling pathway
KEGG,Thyroid hormone synthesis,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Thyroid hormone synthesis
KEGG,Neutrophil extracellular trap formation,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Neutrophil extracellular trap formation
KEGG,Pathways of neurodegeneration - multiple diseases,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=Pathways of neurodegeneration - multiple diseases
KEGG,RNA degradation,https://www.genome.jp/dbget-bin/www_bfind_sub?mode=bfind&max_hit=1000&dbkey=pathway&keywords=RNA degradation
